pincode,circle,region,division,offices
629157,Tamilnadu circle,"Southern Region, Madurai",Kanniyakumari Division,"Mangarai B.O, Mullanginavilai B.O, Pottetty B.O, Theruvukadai B.O, Tholayavattai B.O, Karinkal S.O"
629158,Tamilnadu circle,"Southern Region, Madurai",Kanniyakumari Division,"Kannanore B.O, Maruthurkurichi B.O, Kattathurai S.O, Eravipudurkadai B.O"
629159,Tamilnadu circle,"Southern Region, Madurai",Kanniyakumari Division,"Alanchi B.O, Ritapuram B.O, Sahayanagar B.O, Palapalam S.O"
629160,Tamilnadu circle,"Southern Region, Madurai",Kanniyakumari Division,"Fathima Nagar B.O, Kirathur B.O, Palavilai B.O, Vallavilai B.O, Kollangodu S.O, Marthandamthurai B.O, Urambu B.O"
629161,Tamilnadu circle,"Southern Region, Madurai",Kanniyakumari Division,"Cherupallur B.O, Chittardam Colony B.O, Manalodai B.O, Maniankuzhi B.O, Pechchipparai B.O, Ponmanai B.O, Thiruvarambu B.O, Tiruparappu B.O, Vendalicode B.O, Kulasekharam S.O, Thumbode B.O"
629162,Tamilnadu circle,"Southern Region, Madurai",Kanniyakumari Division,"Irenipuram B.O, Mulankuzhi B.O, Kappukadu S.O"
629163,Tamilnadu circle,"Southern Region, Madurai",Kanniyakumari Division,"Madichel B.O, Maruthencode B.O, Padanthalumoodu B.O, Vanniyur B.O, Kuzhithurai S.O, Thiruthuvapuram B.O, Kuzhithurai West S.O"
629164,Tamilnadu circle,"Southern Region, Madurai",Kanniyakumari Division,"Kumarapuram B.O, Mukkampala B.O, Velimalai B.O, Manalikarai S.O"
629165,Tamilnadu circle,"Southern Region, Madurai",Kanniyakumari Division,"Nattalam B.O, Viricode B.O, Marthandam S.O, Gnaramvilai B.O, Nallur marthandam B.O, Marthandam Bridge S.O, Marthandam North S.O"
629166,Tamilnadu circle,"Southern Region, Madurai",Kanniyakumari Division,"Chemparuthivilai B.O, Kallankuzhi B.O, Verkilambi B.O, Mekkamandapam S.O"
629167,Tamilnadu circle,"Southern Region, Madurai",Kanniyakumari Division,"Kuzhicode B.O, Mulagumoodu S.O, Alagiamandapam B.O, Kozhiporvilai B.O"
629168,Tamilnadu circle,"Southern Region, Madurai",Kanniyakumari Division,"Anducode B.O, Thickurichy B.O, Pacode S.O"
629169,Tamilnadu circle,"Southern Region, Madurai",Kanniyakumari Division,"Kanjikuzhi B.O, Palliyadi S.O"
629170,Tamilnadu circle,"Southern Region, Madurai",Kanniyakumari Division,"Alampara B.O, Kannumamoodu B.O, Manivilai B.O, Palukal S.O"
629171,Tamilnadu circle,"Southern Region, Madurai",Kanniyakumari Division,"Elavuvilai B.O, Killiyoor B.O, Vencode B.O, Pudukadai S.O, Munchirai B.O"
